dataset_source,repo_name,time,commits_scanned,commits_with_python_changes,commits_with_function_change_events,function_change_events,added_function_events,modified_function_events,unique_changed_functions,unique_changed_files,time_to_event,is_treatment,post_event,event,cursor,commits_with_function_events_manifest,commits_with_function_events_scored,function_change_events_manifest,function_change_events_scored,function_change_events_failed,agc_function_change_events,hwc_function_change_events,agc_function_change_event_ratio,added_agc_function_events,added_hwc_function_events,modified_agc_function_events,modified_hwc_function_events,unique_changed_functions_scored,detection_complete,detector_merge_status,has_function_change_event,zero_function_event_month,treatment_group,treatment_period,parse_exclusion_records,has_parse_exclusion,log1p_function_change_events,log1p_agc_function_change_events,log1p_hwc_function_change_events
control,FMInference/FlexiGen,2024-04,1,1,1,5,5,0,5,1,,0,0,,0,1.0,1.0,5.0,5.0,0.0,2.0,3.0,0.4,2.0,3.0,0.0,0.0,5.0,True,both,1,0,control,control,0,0,1.791759469228055,1.0986122886681096,1.3862943611198906
control,FMInference/FlexiGen,2024-09,2,1,1,1,0,1,1,1,,0,0,,0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,True,both,1,0,control,control,0,0,0.6931471805599453,0.0,0.6931471805599453
control,FMInference/FlexiGen,2024-10,3,3,2,12,4,8,12,7,,0,0,,0,2.0,2.0,12.0,12.0,0.0,1.0,11.0,0.0833333333333333,0.0,4.0,1.0,7.0,12.0,True,both,1,0,control,control,0,0,2.5649493574615367,0.6931471805599453,2.4849066497880004
control,FaceAdapter/Face-Adapter,2024-05,22,5,2,155,154,1,154,10,,0,0,,0,2.0,2.0,155.0,155.0,0.0,35.0,120.0,0.2258064516129032,35.0,119.0,0.0,1.0,154.0,True,both,1,0,control,control,0,0,5.049856007249537,3.58351893845611,4.795790545596741
control,FlipperPA/peregrine,2024-12,1,1,1,1,0,1,1,1,,0,0,,0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,True,both,1,0,control,control,0,0,0.6931471805599453,0.6931471805599453,0.0
control,FolhaSP/mosaico,2024-11,29,11,10,413,381,32,381,63,,0,0,,0,10.0,10.0,413.0,413.0,0.0,143.0,270.0,0.3462469733656174,136.0,245.0,7.0,25.0,366.0,True,both,1,0,control,control,0,0,6.025865973825314,4.969813299576001,5.602118820879701
control,FolhaSP/mosaico,2024-12,4,1,1,17,15,2,17,2,,0,0,,0,1.0,1.0,17.0,17.0,0.0,4.0,13.0,0.2352941176470588,4.0,11.0,0.0,2.0,17.0,True,both,1,0,control,control,0,0,2.8903717578961645,1.6094379124341003,2.639057329615259
control,FolhaSP/mosaico,2025-01,11,6,3,32,11,21,32,11,,0,0,,0,3.0,3.0,32.0,32.0,0.0,15.0,17.0,0.46875,8.0,3.0,7.0,14.0,27.0,True,both,1,0,control,control,0,0,3.4965075614664802,2.772588722239781,2.8903717578961645
control,FolhaSP/mosaico,2025-02,20,15,14,119,54,65,107,31,,0,0,,0,14.0,14.0,119.0,119.0,0.0,43.0,76.0,0.361344537815126,28.0,26.0,15.0,50.0,107.0,True,both,1,0,control,control,0,0,4.787491742782046,3.784189633918261,4.343805421853684
control,FolhaSP/mosaico,2025-03,19,11,10,79,55,24,64,19,,0,0,,0,10.0,10.0,79.0,79.0,0.0,10.0,69.0,0.1265822784810126,9.0,46.0,1.0,23.0,64.0,True,both,1,0,control,control,0,0,4.382026634673881,2.3978952727983707,4.248495242049359
control,FolhaSP/mosaico,2025-05,6,4,3,15,13,2,14,3,,0,0,,0,3.0,3.0,15.0,15.0,0.0,3.0,12.0,0.2,2.0,11.0,1.0,1.0,14.0,True,both,1,0,control,control,0,0,2.772588722239781,1.3862943611198906,2.5649493574615367
control,FolhaSP/mosaico,2025-07,7,4,4,47,39,8,45,9,,0,0,,0,4.0,4.0,47.0,47.0,0.0,4.0,43.0,0.0851063829787234,4.0,35.0,0.0,8.0,45.0,True,both,1,0,control,control,0,0,3.8712010109078907,1.6094379124341003,3.784189633918261
control,GispoCoding/qgis-venv-creator,2024-02,21,8,6,47,44,3,44,5,,0,0,,0,6.0,6.0,47.0,47.0,0.0,20.0,27.0,0.425531914893617,19.0,25.0,1.0,2.0,44.0,True,both,1,0,control,control,0,0,3.8712010109078907,3.044522437723423,3.332204510175204
control,GispoCoding/qgis-venv-creator,2024-03,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,2024-09,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,2024-10,46,9,3,79,78,1,78,3,,0,0,,0,3.0,3.0,79.0,79.0,0.0,29.0,50.0,0.3670886075949367,29.0,49.0,0.0,1.0,60.0,True,both,1,0,control,control,0,0,4.382026634673881,3.4011973816621555,3.9318256327243257
control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,2024-11,22,9,5,16,10,6,12,2,,0,0,,0,5.0,5.0,16.0,16.0,0.0,6.0,10.0,0.375,5.0,5.0,1.0,5.0,12.0,True,both,1,0,control,control,0,0,2.833213344056216,1.9459101490553132,2.3978952727983707
control,Hack-a-Day/2024-Supercon-8-Add-On-Badge,2025-03,7,1,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,HelpingAI/Webscout,2024-02,17,12,6,84,76,8,76,6,,0,0,,0,6.0,6.0,84.0,84.0,0.0,25.0,59.0,0.2976190476190476,23.0,53.0,2.0,6.0,76.0,True,both,1,0,control,control,0,0,4.442651256490317,3.258096538021482,4.0943445622221
control,HelpingAI/Webscout,2024-03,34,21,14,296,204,92,244,22,,0,0,,0,14.0,14.0,296.0,296.0,0.0,100.0,196.0,0.3378378378378378,79.0,125.0,21.0,71.0,244.0,True,both,1,0,control,control,0,0,5.6937321388027,4.61512051684126,5.2832037287379885
control,HelpingAI/Webscout,2024-04,51,29,18,589,558,31,557,25,,0,0,,0,18.0,18.0,589.0,589.0,0.0,131.0,458.0,0.2224108658743633,125.0,433.0,6.0,25.0,541.0,True,both,1,0,control,control,0,0,6.380122536899765,4.882801922586371,6.129050210060545
control,HelpingAI/Webscout,2024-05,44,36,21,608,520,88,566,39,,0,0,,0,21.0,21.0,608.0,608.0,0.0,142.0,466.0,0.2335526315789473,123.0,397.0,19.0,69.0,551.0,True,both,1,0,control,control,0,0,6.411818267709897,4.962844630259907,6.1463292576688975
control,HelpingAI/Webscout,2024-06,28,26,25,997,924,73,966,66,,0,0,,0,25.0,25.0,997.0,997.0,0.0,305.0,692.0,0.3059177532597793,294.0,630.0,11.0,62.0,960.0,True,both,1,0,control,control,0,0,6.905753276311464,5.723585101952381,6.541029999189903
control,HelpingAI/Webscout,2024-07,25,25,18,163,111,52,144,22,,0,0,,0,18.0,18.0,163.0,163.0,0.0,36.0,127.0,0.2208588957055214,33.0,78.0,3.0,49.0,144.0,True,both,1,0,control,control,0,0,5.099866427824199,3.6109179126442243,4.852030263919617
control,HelpingAI/Webscout,2024-08,25,23,19,445,349,96,406,58,,0,0,,0,19.0,19.0,445.0,445.0,0.0,98.0,347.0,0.2202247191011236,79.0,270.0,19.0,77.0,406.0,True,both,1,0,control,control,4,1,6.100318952020064,4.59511985013459,5.8522024797744745
control,HelpingAI/Webscout,2024-09,11,8,6,316,269,47,307,45,,0,0,,0,6.0,6.0,316.0,316.0,0.0,63.0,253.0,0.1993670886075949,50.0,219.0,13.0,34.0,304.0,True,both,1,0,control,control,2,1,5.75890177387728,4.1588830833596715,5.537334267018537
control,HelpingAI/Webscout,2024-10,5,5,4,280,142,138,268,50,,0,0,,0,4.0,4.0,280.0,280.0,0.0,95.0,185.0,0.3392857142857143,55.0,87.0,40.0,98.0,268.0,True,both,1,0,control,control,0,0,5.638354669333745,4.564348191467836,5.225746673713202
control,HelpingAI/Webscout,2024-11,6,3,3,111,76,35,110,17,,0,0,,0,3.0,3.0,111.0,111.0,0.0,42.0,69.0,0.3783783783783784,28.0,48.0,14.0,21.0,110.0,True,both,1,0,control,control,0,0,4.718498871295094,3.7612001156935624,4.248495242049359
control,HelpingAI/Webscout,2024-12,41,39,28,964,748,216,879,118,,0,0,,0,28.0,28.0,964.0,964.0,0.0,355.0,609.0,0.3682572614107884,298.0,450.0,57.0,159.0,879.0,True,both,1,0,control,control,2,1,6.872128101338986,5.87493073085203,6.413458957167357
control,HelpingAI/Webscout,2025-01,7,7,5,147,102,45,147,28,,0,0,,0,5.0,5.0,147.0,147.0,0.0,46.0,101.0,0.3129251700680272,41.0,61.0,5.0,40.0,145.0,True,both,1,0,control,control,0,0,4.997212273764115,3.8501476017100584,4.624972813284271
control,HelpingAI/Webscout,2025-02,54,54,44,370,197,173,310,56,,0,0,,0,44.0,44.0,370.0,370.0,0.0,96.0,274.0,0.2594594594594595,72.0,125.0,24.0,149.0,310.0,True,both,1,0,control,control,0,0,5.916202062607435,4.574710978503383,5.616771097666572
control,HelpingAI/Webscout,2025-03,114,107,85,973,490,483,746,126,,0,0,,0,85.0,85.0,973.0,973.0,0.0,176.0,797.0,0.1808838643371017,119.0,371.0,57.0,426.0,746.0,True,both,1,0,control,control,3,1,6.881411303642535,5.176149732573829,6.682108597449809
control,HelpingAI/Webscout,2025-04,122,114,78,1213,799,414,1085,149,,0,0,,0,78.0,78.0,1213.0,1213.0,0.0,328.0,885.0,0.2704039571310799,288.0,511.0,40.0,374.0,1085.0,True,both,1,0,control,control,0,0,7.101675971619444,5.796057750765372,6.786716950605081
control,HelpingAI/Webscout,2025-05,134,123,103,1460,737,723,1146,167,,0,0,,0,103.0,103.0,1460.0,1460.0,0.0,370.0,1090.0,0.2534246575342466,281.0,456.0,89.0,634.0,1144.0,True,both,1,0,control,control,8,1,7.2868764117507,5.916202062607435,6.994849985833071
control,HelpingAI/Webscout,2025-06,86,83,71,860,538,322,752,111,,0,0,,0,71.0,71.0,860.0,860.0,0.0,227.0,633.0,0.263953488372093,198.0,340.0,29.0,293.0,748.0,True,both,1,0,control,control,0,0,6.7580945044277305,5.429345628954441,6.452048954437226
control,HelpingAI/Webscout,2025-07,29,25,18,206,140,66,188,35,,0,0,,0,18.0,18.0,206.0,206.0,0.0,42.0,164.0,0.203883495145631,32.0,108.0,10.0,56.0,187.0,True,both,1,0,control,control,0,0,5.332718793265369,3.7612001156935624,5.10594547390058
control,HelpingAI/Webscout,2025-08,39,36,23,184,103,81,165,29,,0,0,,0,23.0,23.0,184.0,184.0,0.0,76.0,108.0,0.4130434782608695,64.0,39.0,12.0,69.0,165.0,True,both,1,0,control,control,0,0,5.220355825078325,4.343805421853684,4.6913478822291435
control,IBM/mt-rag-benchmark,2024-12,3,1,1,3,3,0,3,1,,0,0,,0,1.0,1.0,3.0,3.0,0.0,2.0,1.0,0.6666666666666666,2.0,1.0,0.0,0.0,3.0,True,both,1,0,control,control,0,0,1.3862943611198906,1.0986122886681096,0.6931471805599453
control,IBM/mt-rag-benchmark,2025-01,3,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,IBM/mt-rag-benchmark,2025-04,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,ITSpecialist111/ai_automation_suggester,2024-10,77,20,11,81,62,19,54,10,,0,0,,0,11.0,11.0,81.0,81.0,0.0,28.0,53.0,0.345679012345679,24.0,38.0,4.0,15.0,54.0,True,both,1,0,control,control,0,0,4.406719247264253,3.367295829986474,3.9889840465642745
control,ITSpecialist111/ai_automation_suggester,2024-11,16,10,9,90,41,49,53,4,,0,0,,0,9.0,9.0,90.0,90.0,0.0,9.0,81.0,0.1,7.0,34.0,2.0,47.0,53.0,True,both,1,0,control,control,2,1,4.51085950651685,2.302585092994046,4.406719247264253
control,ITSpecialist111/ai_automation_suggester,2024-12,2,2,2,21,3,18,19,3,,0,0,,0,2.0,2.0,21.0,21.0,0.0,1.0,20.0,0.0476190476190476,1.0,2.0,0.0,18.0,19.0,True,both,1,0,control,control,0,0,3.091042453358316,0.6931471805599453,3.044522437723423
control,ITSpecialist111/ai_automation_suggester,2025-01,3,1,1,6,2,4,6,2,,0,0,,0,1.0,1.0,6.0,6.0,0.0,2.0,4.0,0.3333333333333333,2.0,0.0,0.0,4.0,6.0,True,both,1,0,control,control,0,0,1.9459101490553132,1.0986122886681096,1.6094379124341003
control,ITSpecialist111/ai_automation_suggester,2025-02,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,ITSpecialist111/ai_automation_suggester,2025-03,6,6,5,42,2,40,30,4,,0,0,,0,5.0,5.0,42.0,42.0,0.0,5.0,37.0,0.119047619047619,0.0,2.0,5.0,35.0,30.0,True,both,1,0,control,control,0,0,3.7612001156935624,1.791759469228055,3.6375861597263857
control,ITSpecialist111/ai_automation_suggester,2025-04,18,9,6,92,28,64,64,3,,0,0,,0,6.0,6.0,92.0,92.0,0.0,21.0,71.0,0.2282608695652173,10.0,18.0,11.0,53.0,64.0,True,both,1,0,control,control,4,1,4.532599493153256,3.091042453358316,4.276666119016055
control,ITSpecialist111/ai_automation_suggester,2025-05,16,11,10,99,32,67,73,4,,0,0,,0,10.0,10.0,99.0,99.0,0.0,12.0,87.0,0.1212121212121212,10.0,22.0,2.0,65.0,73.0,True,both,1,0,control,control,0,0,4.605170185988092,2.5649493574615367,4.477336814478207
control,ITSpecialist111/ai_automation_suggester,2025-06,22,18,15,74,7,67,36,3,,0,0,,0,15.0,15.0,74.0,74.0,0.0,3.0,71.0,0.0405405405405405,2.0,5.0,1.0,66.0,36.0,True,both,1,0,control,control,2,1,4.31748811353631,1.3862943611198906,4.276666119016055
control,Jieqianyu/SGN,2024-01,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,Jieqianyu/SGN,2024-09,3,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,JustinSparrrow/IOOI-EmotionEgg,2025-03,8,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,JustinSparrrow/IOOI-EmotionEgg,2025-04,34,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,LGro/PyAPSI,2024-04,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,LuneMods/KCD2-Blender-Toolkit,2025-02,16,5,5,473,457,16,459,20,,0,0,,0,5.0,5.0,473.0,473.0,0.0,185.0,288.0,0.3911205073995771,176.0,281.0,9.0,7.0,456.0,True,both,1,0,control,control,0,0,6.161207321695077,5.225746673713202,5.666426688112432
control,LuneMods/KCD2-Blender-Toolkit,2025-03,17,11,10,33,12,21,20,9,,0,0,,0,10.0,10.0,33.0,33.0,0.0,8.0,25.0,0.2424242424242424,6.0,6.0,2.0,19.0,20.0,True,both,1,0,control,control,0,0,3.5263605246161616,2.1972245773362196,3.258096538021482
control,MIT-Emerging-Talent/ET6-edXtras,2025-02,8,8,6,197,197,0,197,62,,0,0,,0,6.0,6.0,197.0,197.0,0.0,93.0,104.0,0.4720812182741117,93.0,104.0,0.0,0.0,196.0,True,both,1,0,control,control,2,1,5.288267030694535,4.543294782270004,4.653960350157523
control,MIT-Emerging-Talent/ET6-edXtras,2025-03,14,8,5,157,148,9,157,48,,0,0,,0,5.0,5.0,157.0,157.0,0.0,68.0,89.0,0.4331210191082802,59.0,89.0,9.0,0.0,157.0,True,both,1,0,control,control,1,1,5.062595033026967,4.23410650459726,4.499809670330265
control,MIT-Emerging-Talent/ET6-edXtras,2025-04,2,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,Makopolo/megascan_houdini20.0_USD_plugin,2024-04,24,12,12,235,232,3,132,23,,0,0,,0,12.0,12.0,235.0,235.0,0.0,109.0,126.0,0.4638297872340425,109.0,123.0,0.0,3.0,131.0,True,both,1,0,control,control,0,0,5.4638318050256105,4.700480365792417,4.844187086458591
control,Makopolo/megascan_houdini20.0_USD_plugin,2024-06,5,4,4,16,0,16,9,2,,0,0,,0,4.0,4.0,16.0,16.0,0.0,1.0,15.0,0.0625,0.0,0.0,1.0,15.0,9.0,True,both,1,0,control,control,0,0,2.833213344056216,0.6931471805599453,2.772588722239781
control,Makopolo/megascan_houdini20.0_USD_plugin,2024-07,2,2,2,2,0,2,2,2,,0,0,,0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,2.0,True,both,1,0,control,control,0,0,1.0986122886681096,0.6931471805599453,0.6931471805599453
control,MalevichAI/malevich,2024-01,80,46,41,572,216,356,319,65,,0,0,,0,41.0,41.0,572.0,572.0,0.0,270.0,302.0,0.472027972027972,97.0,119.0,173.0,183.0,318.0,True,both,1,0,control,control,5,1,6.35088571671474,5.602118820879701,5.713732805509369
control,MalevichAI/malevich,2024-02,44,40,34,360,147,213,246,44,,0,0,,0,34.0,34.0,360.0,360.0,0.0,200.0,160.0,0.5555555555555556,88.0,59.0,112.0,101.0,244.0,True,both,1,0,control,control,0,0,5.8888779583328805,5.303304908059076,5.081404364984463
control,MalevichAI/malevich,2024-03,89,69,62,230,95,135,159,48,,0,0,,0,62.0,62.0,230.0,230.0,0.0,41.0,189.0,0.1782608695652174,26.0,69.0,15.0,120.0,157.0,True,both,1,0,control,control,7,1,5.442417710521793,3.7376696182833684,5.247024072160486
control,MalevichAI/malevich,2024-04,46,39,36,124,37,87,79,33,,0,0,,0,36.0,36.0,124.0,124.0,0.0,23.0,101.0,0.1854838709677419,14.0,23.0,9.0,78.0,77.0,True,both,1,0,control,control,0,0,4.8283137373023015,3.1780538303479458,4.624972813284271
control,MalevichAI/malevich,2024-05,9,7,6,7,1,6,4,4,,0,0,,0,6.0,6.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,6.0,4.0,True,both,1,0,control,control,0,0,2.0794415416798357,0.0,2.0794415416798357
control,MalevichAI/malevich,2024-06,94,77,69,291,138,153,194,61,,0,0,,0,69.0,69.0,291.0,291.0,0.0,93.0,198.0,0.3195876288659793,62.0,76.0,31.0,122.0,186.0,True,both,1,0,control,control,2,1,5.676753802268282,4.543294782270004,5.293304824724492
control,MalevichAI/malevich,2024-07,34,33,31,257,101,156,186,48,,0,0,,0,31.0,31.0,257.0,257.0,0.0,58.0,199.0,0.22568093385214,35.0,66.0,23.0,133.0,176.0,True,both,1,0,control,control,0,0,5.552959584921617,4.07753744390572,5.298317366548036
control,MalevichAI/malevich,2024-08,17,15,13,183,109,74,156,45,,0,0,,0,13.0,13.0,183.0,183.0,0.0,51.0,132.0,0.2786885245901639,39.0,70.0,12.0,62.0,156.0,True,both,1,0,control,control,0,0,5.214935757608986,3.9512437185814275,4.890349128221754
control,MalevichAI/malevich,2024-09,7,7,6,94,73,21,89,20,,0,0,,0,6.0,6.0,94.0,94.0,0.0,42.0,52.0,0.4468085106382978,32.0,41.0,10.0,11.0,87.0,True,both,1,0,control,control,0,0,4.553876891600541,3.7612001156935624,3.970291913552122
control,MalevichAI/malevich,2024-10,4,2,2,19,7,12,19,4,,0,0,,0,2.0,2.0,19.0,19.0,0.0,3.0,16.0,0.1578947368421052,3.0,4.0,0.0,12.0,19.0,True,both,1,0,control,control,0,0,2.995732273553991,1.3862943611198906,2.833213344056216
control,MalevichAI/malevich,2024-11,8,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,MingSun-Tse/LightAvatar-TensorFlow,2024-09,9,2,2,68,68,0,34,2,,0,0,,0,2.0,2.0,68.0,68.0,0.0,22.0,46.0,0.3235294117647059,22.0,46.0,0.0,0.0,34.0,True,both,1,0,control,control,0,0,4.23410650459726,3.1354942159291497,3.8501476017100584
control,MingSun-Tse/LightAvatar-TensorFlow,2024-10,1,1,1,25,25,0,25,1,,0,0,,0,1.0,1.0,25.0,25.0,0.0,9.0,16.0,0.36,9.0,16.0,0.0,0.0,25.0,True,both,1,0,control,control,0,0,3.258096538021482,2.302585092994046,2.833213344056216
control,MingSun-Tse/LightAvatar-TensorFlow,2024-11,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,MrTimonM/Arichain-Bot,2025-01,10,2,1,7,7,0,7,1,,0,0,,0,1.0,1.0,7.0,7.0,0.0,2.0,5.0,0.2857142857142857,2.0,5.0,0.0,0.0,7.0,True,both,1,0,control,control,0,0,2.0794415416798357,1.0986122886681096,1.791759469228055
control,NVIDIA/cuEquivariance,2024-11,4,3,3,714,702,12,702,91,,0,0,,0,3.0,3.0,714.0,714.0,0.0,198.0,516.0,0.2773109243697479,198.0,504.0,0.0,12.0,702.0,True,both,1,0,control,control,0,0,6.5722825426940075,5.293304824724492,6.248042874508429
control,NVIDIA/cuEquivariance,2024-12,8,7,7,292,105,187,244,65,,0,0,,0,7.0,7.0,292.0,292.0,0.0,48.0,244.0,0.1643835616438356,42.0,63.0,6.0,181.0,244.0,True,both,1,0,control,control,0,0,5.680172609017068,3.8918202981106265,5.501258210544727
control,NVIDIA/cuEquivariance,2025-01,17,13,11,165,29,136,112,32,,0,0,,0,11.0,11.0,165.0,165.0,0.0,7.0,158.0,0.0424242424242424,3.0,26.0,4.0,132.0,112.0,True,both,1,0,control,control,0,0,5.111987788356544,2.0794415416798357,5.0689042022202315
control,NVIDIA/cuEquivariance,2025-02,16,8,7,89,52,37,86,20,,0,0,,0,7.0,7.0,89.0,89.0,0.0,17.0,72.0,0.1910112359550561,17.0,35.0,0.0,37.0,85.0,True,both,1,0,control,control,0,0,4.499809670330265,2.8903717578961645,4.290459441148391
control,NVIDIA/cuEquivariance,2025-03,10,1,1,324,174,150,324,51,,0,0,,0,1.0,1.0,324.0,324.0,0.0,67.0,257.0,0.2067901234567901,58.0,116.0,9.0,141.0,323.0,True,both,1,0,control,control,0,0,5.783825182329737,4.219507705176107,5.552959584921617
control,NVIDIA/cuEquivariance,2025-04,11,10,10,232,82,150,193,27,,0,0,,0,10.0,10.0,232.0,232.0,0.0,61.0,171.0,0.2629310344827586,26.0,56.0,35.0,115.0,193.0,True,both,1,0,control,control,0,0,5.4510384535657,4.127134385045092,5.147494476813453
control,NVIDIA/cuEquivariance,2025-05,3,2,2,25,13,12,25,8,,0,0,,0,2.0,2.0,25.0,25.0,0.0,0.0,25.0,0.0,0.0,13.0,0.0,12.0,25.0,True,both,1,0,control,control,0,0,3.258096538021482,0.0,3.258096538021482
control,NVIDIA/cuEquivariance,2025-06,3,2,2,7,2,5,6,5,,0,0,,0,2.0,2.0,7.0,7.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,5.0,6.0,True,both,1,0,control,control,0,0,2.0794415416798357,0.0,2.0794415416798357
control,NVIDIA/cuEquivariance,2025-07,14,13,13,318,181,137,260,58,,0,0,,0,13.0,13.0,318.0,318.0,0.0,53.0,265.0,0.1666666666666666,50.0,131.0,3.0,134.0,260.0,True,both,1,0,control,control,0,0,5.765191102784844,3.9889840465642745,5.583496308781699
control,NVIDIA/cuEquivariance,2025-08,13,8,8,96,35,61,87,27,,0,0,,0,8.0,8.0,96.0,96.0,0.0,6.0,90.0,0.0625,6.0,29.0,0.0,61.0,87.0,True,both,1,0,control,control,0,0,4.574710978503383,1.9459101490553132,4.51085950651685
control,NiceRingNode/LGGPT,2025-01,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,NiceRingNode/LGGPT,2025-02,8,4,1,79,79,0,79,13,,0,0,,0,1.0,1.0,79.0,79.0,0.0,13.0,66.0,0.1645569620253164,13.0,66.0,0.0,0.0,79.0,True,both,1,0,control,control,0,0,4.382026634673881,2.639057329615259,4.204692619390966
control,NiceRingNode/LGGPT,2025-03,3,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,NiceRingNode/LGGPT,2025-06,2,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,NiceRingNode/LGGPT,2025-08,2,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,OSU-NLP-Group/HippoRAG,2024-05,10,5,5,145,120,25,120,15,,0,0,,0,5.0,5.0,145.0,145.0,0.0,39.0,106.0,0.2689655172413793,39.0,81.0,0.0,25.0,119.0,True,both,1,0,control,control,0,0,4.983606621708336,3.6888794541139363,4.672828834461906
control,OSU-NLP-Group/HippoRAG,2024-06,27,22,19,95,42,53,59,20,,0,0,,0,19.0,19.0,95.0,95.0,0.0,21.0,74.0,0.2210526315789473,17.0,25.0,4.0,49.0,59.0,True,both,1,0,control,control,0,0,4.564348191467836,3.091042453358316,4.31748811353631
control,OSU-NLP-Group/HippoRAG,2024-07,11,5,2,5,0,5,5,4,,0,0,,0,2.0,2.0,5.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,True,both,1,0,control,control,0,0,1.791759469228055,0.0,1.791759469228055
control,OSU-NLP-Group/HippoRAG,2025-01,1,0,0,0,0,0,0,0,,0,0,,0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,True,left_only,0,1,control,control,0,0,0.0,0.0,0.0
control,OSU-NLP-Group/HippoRAG,2025-02,3,1,1,172,172,0,172,28,,0,0,,0,1.0,1.0,172.0,172.0,0.0,68.0,104.0,0.3953488372093023,68.0,104.0,0.0,0.0,172.0,True,both,1,0,control,control,0,0,5.153291594497779,4.23410650459726,4.653960350157523
control,OSU-NLP-Group/HippoRAG,2025-03,11,10,9,45,17,28,34,12,,0,0,,0,9.0,9.0,45.0,45.0,0.0,10.0,35.0,0.2222222222222222,5.0,12.0,5.0,23.0,34.0,True,both,1,0,control,control,0,0,3.828641396489095,2.3978952727983707,3.58351893845611
